acode_index,url,country,full_date,month,name,sport,year
1377,http://services.datasport.com/2012/lauf/baldegger,CCH,Sat 02.06.2012,6,"Baldeggerseelauf, Hitzkirch",Running,2012
1378,http://services.datasport.com/2012/lauf/basel,CCH,Sat 24.11.2012,11,Basler Stadtlauf,Running,2012
1379,http://services.datasport.com/2012/lauf/biel,CCH,Thu 07.06.2012 bisSat 09.06.2012,6,"Bieler Lauftage, Biel/Bienne",Running,2012
1380,http://services.datasport.com/2012/lauf/bielercross,CCH,Sun 11.11.2012,11,"Int. Bieler Cross, Biel-Bienne",Running,2012
1381,http://services.datasport.com/2012/lauf/birslauffr,CCH,Sat 31.03.2012,3,Birslauf Basel,Running,2012
1382,http://services.datasport.com/2012/lauf/blenio,CCH,Mon 09.04.2012,4,"Giro Media Blenio, Dongio",Running,2012
1383,http://services.datasport.com/2012/lauf/bluemlisalp,CCH,Sun 27.05.2012,5,"Blüemlisalp-Lauf, Reichenbach",Running,2012
1384,http://services.datasport.com/2012/lauf/bremgarten,CCH,Sun 21.10.2012,10,"Bremgartenlauf, Bremgarten b.Bern",Running,2012
1385,http://services.datasport.com/2012/lauf/brienzer,CCH,Sun 14.10.2012,10,"Brienzerseelauf, Bönigen",Running,2012
1386,http://services.datasport.com/2012/lauf/bruggelauf,CCH,Sun 12.08.2012,8,Basler Bruggelauf,Running,2012
1387,http://services.datasport.com/2012/lauf/buendner,CCH,Sat 14.04.2012,4,"Bündner Frühlingslauf, Domat / Ems",Running,2012
1388,http://services.datasport.com/2012/lauf/bueren,CCH,Sat 13.10.2012,10,"Bürenlauf, Büren an der Aare",Running,2012
1389,http://services.datasport.com/2012/lauf/burgdorf,CCH,Sat 15.09.2012,9,"Burgdorfer Stadtlauf, Burgdorf",Running,2012
1390,http://services.datasport.com/2012/lauf/chandolin,CCH,Sat 29.09.2012,9,"Les KM de Chando, Chandolin",Running,2012
1391,http://services.datasport.com/2012/lauf/chrischonalauf,CCH,Wed 20.06.2012,6,"Chrischonalauf, Riehen",Running,2012
1392,http://services.datasport.com/2012/lauf/corrida,CCH,Sat 17.11.2012,11,"Corrida Bulloise, Bulle",Running,2012
1393,http://services.datasport.com/2012/lauf/crossrun,CCH,Sun 02.09.2012,9,"crossrun, Therwil",Running,2012
1394,http://services.datasport.com/2012/lauf/cuorsadilrein,CCH,Sun 03.06.2012,6,"La Cuorsa dil Rein, Disentis",Running,2012
1395,http://services.datasport.com/2012/lauf/derendingen,CCH,Fri 29.06.2012,6,"Derendinger Abendlauf, Derendingen",Running,2012
1396,http://services.datasport.com/2012/lauf/dreilaender,CCH,Sun 20.05.2012,5,"Dreiländer-Lauf, Basel",Running,2012
1397,http://services.datasport.com/2012/lauf/eiken,CCH,Sat 07.04.2012,4,"GP Fricktal, Eiken",Running,2012
1398,http://services.datasport.com/2012/lauf/emme,CCH,Wed 15.08.2012,8,Emmenlauf Utzenstorf,Running,2012
1399,http://services.datasport.com/2012/lauf/escalade,CCH,Sat 01.12.2012,12,"Course de l'Escalade, Genève",Running,2012
1400,http://services.datasport.com/2012/lauf/faido,CCH,Fri 18.05.2012,5,Faido Running Night,Running,2012
1401,http://services.datasport.com/2012/lauf/frauenfelder,CCH,Sun 18.11.2012,11,Frauenfelder,Running,2012
1402,http://services.datasport.com/2012/lauf/frauenlauf,CCH,Sun 10.06.2012,6,Schweizer Frauenlauf Bern,Running,2012
1403,http://services.datasport.com/2012/lauf/froburg,CCH,Sat 23.06.2012,6,"Froburg-Berglauf, Lostorf",Running,2012
1404,http://services.datasport.com/2012/lauf/gempen,CCH,Wed 06.06.2012,6,"Gempenlauf, Dornach",Running,2012
1405,http://services.datasport.com/2012/lauf/gersau,CCH,Mon 31.12.2012,12,Silvesterlauf Gersau,Running,2012
1406,http://services.datasport.com/2012/lauf/gippingen,CCH,Mon 31.12.2012,12,Gippinger Stauseelauf,Running,2012
1407,http://services.datasport.com/2012/lauf/glacier3000,CCH,Sat 04.08.2012,8,"Glacier 3000 Run, Gstaad",Running,2012
1408,http://services.datasport.com/2012/lauf/glarus,CCH,Sat 27.10.2012,10,"Glarner Stadtlauf, Glarus",Running,2012
1409,http://services.datasport.com/2012/lauf/gletscherlauf,CCH,Sun 24.06.2012,6,"Aletsch-Halbmarathon, Bettmeralp",Running,2012
1410,http://services.datasport.com/2012/lauf/gossau,CCH,Sat 01.12.2012,12,Gossauer Weihnachtslauf,Running,2012
1411,http://services.datasport.com/2012/lauf/grmarathon,CCH,Sat 23.06.2012+Sun 24.06.2012,6,"Graubünden Marathon/Walking, Lenzerheide",Running,2012
1412,http://services.datasport.com/2012/lauf/groupe-e-tour/etape1,CCH,Wed 29.08.2012,8,Groupe E Tour Fribourg #1 Gurmels,Running,2012
1413,http://services.datasport.com/2012/lauf/groupe-e-tour/etape2,CCH,Wed 05.09.2012,9,Groupe E Tour Fribourg #2 Plafayon,Running,2012
1414,http://services.datasport.com/2012/lauf/groupe-e-tour/etape3,CCH,Wed 12.09.2012,9,Groupe E Tour Fribourg #3 Estavayer-le-Lac,Running,2012
1415,http://services.datasport.com/2012/lauf/groupe-e-tour/etape4,CCH,Wed 19.09.2012,9,Groupe E Tour Fribourg #4 Siviriez,Running,2012
1416,http://services.datasport.com/2012/lauf/groupe-e-tour/etape5,CCH,Wed 26.09.2012,9,Groupe E Tour Fribourg #5 Fribourg,Running,2012
1417,http://services.datasport.com/2012/lauf/gurten,CCH,Sun 04.11.2012,11,"Gurtenclassic, Wabern",Running,2012
1418,http://services.datasport.com/2012/lauf/hallwil,CCH,Sat 13.10.2012,10,"Hallwilerseelauf, Beinwil am See",Running,2012
1419,http://services.datasport.com/2012/lauf/irontrail,CCH,Fri 06.07.2012 bisSun 08.07.2012,7,"Swiss IRONTRAIL, Davos",Running,2012
1420,http://services.datasport.com/2012/lauf/jmprolog,CCH,Fri 07.09.2012,9,"Jungfrau Minirun + Minimarathon, Interlaken",Running,2012
1421,http://services.datasport.com/2012/lauf/jungfrau,CCH,Sat 08.09.2012+Sun 09.09.2012,9,"Jungfrau-Marathon, Interlaken",Running,2012
1422,http://services.datasport.com/2012/lauf/kapoag,CCH,Wed 06.06.2012,6,10km-Lauf Kapo Aargau,Running,2012
1423,http://services.datasport.com/2012/lauf/kehrsatz,CCH,Sat 28.04.2012,4,"Chäsitzerlouf, Kehrsatz",Running,2012
1424,http://services.datasport.com/2012/lauf/kerzers,CCH,Sat 17.03.2012,3,Kerzerslauf,Running,2012
1425,http://services.datasport.com/2012/lauf/km20,CCH,Sat 28.04.2012,4,20km de Lausanne,Running,2012
1426,http://services.datasport.com/2012/lauf/kyburg,CCH,Sat 10.11.2012,11,"Kyburglauf, Kyburg",Running,2012
1427,http://services.datasport.com/2012/lauf/lamara,CCH,Sun 28.10.2012,10,Lausanne Marathon,Running,2012
1428,http://services.datasport.com/2012/lauf/langenthal,CCH,Sat 17.11.2012,11,Langenthaler Stadtlauf,Running,2012
1429,http://services.datasport.com/2012/lauf/lauerzerseelauf,CCH,Fri 29.06.2012,6,"Lauerzerseelauf, Seewen SZ",Running,2012
1430,http://services.datasport.com/2012/lauf/laufen,CCH,Sat 16.06.2012,6,10-Meilen Laufen,Running,2012
1431,http://services.datasport.com/2012/lauf/lburger,CCH,Sat 12.05.2012,5,Lenzburger Lauf,Running,2012
1432,http://services.datasport.com/2012/lauf/liestal,CCH,Wed 29.08.2012,8,Liestaler Stadtlauf,Running,2012
1433,http://services.datasport.com/2012/lauf/lucernemarathon,CCH,Sun 28.10.2012,10,"Lucerne Marathon, Luzern",Running,2012
1434,http://services.datasport.com/2012/lauf/lugano,CCH,Sun 25.03.2012,3,Walking Lugano,Running,2012
1435,http://services.datasport.com/2012/lauf/luzern,CCH,Sat 28.04.2012,4,Luzerner Stadtlauf,Running,2012
1436,http://services.datasport.com/2012/lauf/lyss10km,CCH,Sat 31.03.2012,3,10km Schweizer Meisterschaften Lyss,Running,2012
1437,http://services.datasport.com/2012/lauf/maennlichen,CCH,Sun 03.06.2012,6,"Männlichen Halbmarathon, Grindelwald",Running,2012
1438,http://services.datasport.com/2012/lauf/matterhorn,CCH,Sat 25.08.2012+Sun 26.08.2012,8,"Internationaler Matterhornlauf, Zermatt",Running,2012
1439,http://services.datasport.com/2012/lauf/meyrin,CCH,Sat 24.11.2012,11,Foulées automnales de Meyrin,Running,2012
1440,http://services.datasport.com/2012/lauf/midnight,CCH,Sat 15.12.2012,12,"Christmas Midnight Run, Lausanne",Running,2012
1441,http://services.datasport.com/2012/lauf/montheysanne,CCH,Sun 26.08.2012,8,"La Montheysanne, Monthey",Running,2012
1442,http://services.datasport.com/2012/lauf/montreux,CCH,Sun 08.07.2012,7,Montreux - Les Rochers de Naye,Running,2012
1443,http://services.datasport.com/2012/lauf/morat,CCH,Sat 06.10.2012+Sun 07.10.2012,10,Morat-Fribourg,Running,2012
1444,http://services.datasport.com/2012/lauf/muensingen,CCH,Sat 11.08.2012,8,"Münsiger-Louf, Münsingen",Running,2012
1445,http://services.datasport.com/2012/lauf/murilauf,CCH,Sun 01.07.2012,7,"Murilauf, Muri b. Bern",Running,2012
1446,http://services.datasport.com/2012/lauf/muttenz,CCH,Sun 28.10.2012,10,Muttenzer Herbstlauf,Running,2012
1447,http://services.datasport.com/2012/lauf/neerach,CCH,Sun 23.09.2012,9,Neeracher Kinder- und Jugendlauf,Running,2012
1448,http://services.datasport.com/2012/lauf/neujahrsmarathon/,CCH,Sun 01.01.2012,1,"Neujahrsmarathon Zürich, Schlieren",Running,2012
1449,http://services.datasport.com/2012/lauf/payerne,CCH,Sat 10.03.2012,3,"10km, Payerne",Running,2012
1450,http://services.datasport.com/2012/lauf/presinge,CCH,Sun 18.03.2012,3,Tour de Presinge,Running,2012
1451,http://services.datasport.com/2012/lauf/renens,CCH,Sat 22.09.2012,9,Course pédestre de Renens,Running,2012
1452,http://services.datasport.com/2012/lauf/reuss,CCH,Sat 25.02.2012,2,ASICS Bremgarter Reusslauf,Running,2012
1453,http://services.datasport.com/2012/lauf/rheinfall,CCH,Sun 19.08.2012,8,"Rheinfall-Lauf, Neuhausen",Running,2012
1454,http://services.datasport.com/2012/lauf/riehen,CCH,Sun 21.10.2012,10,Herbstlauf Riehen (Staffelmarathon & Kinderlauf),Running,2012
1455,http://services.datasport.com/2012/lauf/rotsee,CCH,Sat 21.04.2012,4,"Rotseelauf, Ebikon",Running,2012
1456,http://services.datasport.com/2012/lauf/runtothebeat,CCH,Sun 23.09.2012,9,IWB Basel Marathon,Running,2012
1457,http://services.datasport.com/2012/lauf/sardona,CCH,Sat 15.09.2012+Sun 16.09.2012,9,"Sardona Ultra Trail, Furt",Running,2012
1458,http://services.datasport.com/2012/lauf/schloss,CCH,Sun 07.10.2012,10,Schlosslauf Rapperswil-Jona,Running,2012
1459,http://services.datasport.com/2012/lauf/sempach,CCH,Sat 23.06.2012,6,Hellebardenlauf Sempach,Running,2012
1460,http://services.datasport.com/2012/lauf/sempacherseelauf,CCH,Sat 05.05.2012,5,"Sempacherseelauf, Sursee",Running,2012
1461,http://services.datasport.com/2012/lauf/sihltaler,CCH,Tue 01.05.2012,5,"Sihltaler Frühlingslauf, Gattikon",Running,2012
1462,http://services.datasport.com/2012/lauf/silvester,CCH,Sun 16.12.2012,12,"Zürcher Silvesterlauf, Zürich",Running,2012
1463,http://services.datasport.com/2012/lauf/sion,CCH,Sat 08.12.2012,12,Course Titzé de noël Sion,Running,2012
1464,http://services.datasport.com/2012/lauf/smcross,CCH,Sun 04.03.2012,3,Schweizer Crossmeisterschaften Näfels,Running,2012
1465,http://services.datasport.com/2012/lauf/sommer-gommer,CCH,Sat 01.09.2012,9,"Sommer Gommerlauf, Ulrichen",Running,2012
1466,http://services.datasport.com/2012/lauf/steinhlzli,CCH,Sun 02.12.2012,12,"Steinhölzlilauf, Liebefeld",Running,2012
1467,http://services.datasport.com/2012/lauf/stralugano,CCH,Sun 30.09.2012,9,"Stralugano, Lugano",Running,2012
1468,http://services.datasport.com/2012/lauf/strongmanrun_ch,CCH,Sun 11.03.2012,3,"FISHERMAN'S FRIEND StrongmanRun, Thun",Running,2012
1469,http://services.datasport.com/2012/lauf/tdcn/etape1,CCH,Wed 25.04.2012,4,BCN Tour Cornaux,Running,2012
1470,http://services.datasport.com/2012/lauf/tdcn/etape2,CCH,Wed 02.05.2012,5,BCN Tour Couvet,Running,2012
1471,http://services.datasport.com/2012/lauf/tdcn/etape3,CCH,Wed 09.05.2012,5,BCN Tour Les Ponts-de-Martel,Running,2012
1472,http://services.datasport.com/2012/lauf/tdcn/etape4,CCH,Wed 16.05.2012,5,BCN Tour Colombier,Running,2012
1473,http://services.datasport.com/2012/lauf/tdcn/etape5,CCH,Wed 23.05.2012,5,BCN Tour La Chaux-de-Fonds,Running,2012
1474,http://services.datasport.com/2012/lauf/tdcn/etape6,CCH,Wed 30.05.2012,5,BCN Tour Neuchâtel,Running,2012
1475,http://services.datasport.com/2012/lauf/tdpv-printanier/etape1,CCH,Wed 30.05.2012,5,Tour du Pays de Vaud printanier #1 Chavornay,Running,2012
1476,http://services.datasport.com/2012/lauf/tdpv-printanier/etape2,CCH,Wed 06.06.2012,6,Tour du Pays de Vaud printanier #2 Yens,Running,2012
1477,http://services.datasport.com/2012/lauf/tdpv/etape1,CCH,Wed 08.08.2012,8,Tour du pays de Vaud #1 - Penthaz,Running,2012
1478,http://services.datasport.com/2012/lauf/tdpv/etape2,CCH,Wed 15.08.2012,8,Tour du Pays de Vaud #2 - Genolier,Running,2012
1479,http://services.datasport.com/2012/lauf/tdpv/etape3,CCH,Wed 22.08.2012,8,Tour du Pays de Vaud #3 - Mezières,Running,2012
1480,http://services.datasport.com/2012/lauf/tdpv/etape4,CCH,Wed 29.08.2012,8,Tour du Pays de Vaud #4 - La Sarraz,Running,2012
1481,http://services.datasport.com/2012/lauf/tdpv/etape6,CCH,Wed 05.09.2012,9,Tour du pays de Vaud #5 - St. Prex,Running,2012
1482,http://services.datasport.com/2012/lauf/tenero,CCH,Sun 11.11.2012,11,"Maratona Ticino, Tenero",Running,2012
1483,http://services.datasport.com/2012/lauf/thunstadt,CCH,Sun 26.08.2012,8,"Thuner Stadtlauf, Thun",Running,2012
1484,http://services.datasport.com/2012/lauf/thyon,CCH,Sun 05.08.2012,8,"Course pédestre Thyon-Dixence, Thyon",Running,2012
1485,http://services.datasport.com/2012/lauf/toess,CCH,Tue 12.06.2012,6,"Töss-Stafette, Winterthur",Running,2012
1486,http://services.datasport.com/2012/lauf/tour-du-lac-de-joux,CCH,Sat 30.06.2012,6,"Tour du Lac de Joux, Le Sentier",Running,2012
1487,http://services.datasport.com/2012/lauf/tower,CCH,Sat 21.04.2012,4,"Tower-Running, Basel",Running,2012
1488,http://services.datasport.com/2012/lauf/traines,CCH,Sat 14.04.2012,4,"Les Traine-Savates, Cheseaux-sur-Lausanne",Running,2012
1489,http://services.datasport.com/2012/lauf/transviamala,CCH,Sun 21.10.2012,10,Transruinaulta Trailmarathon / Transviamala Ilanz-Thusis-Donat,Running,2012
1490,http://services.datasport.com/2012/lauf/trotteuse,CCH,Sat 08.12.2012,12,"La Trotteuse-Tissot, La Chaux-de-Fonds",Running,2012
1491,http://services.datasport.com/2012/lauf/wallisellen,CCH,Sun 04.11.2012,11,"Walliseller Lauf, Wallisellen",Running,2012
1492,http://services.datasport.com/2012/lauf/willisau,CCH,Sat 22.09.2012,9,"Willisauer Lauf, Willisau",Running,2012
1493,http://services.datasport.com/2012/lauf/winterthur,CCH,Sun 06.05.2012,5,Winterthur Marathon,Running,2012
1494,http://services.datasport.com/2012/lauf/wohlen,CCH,Sat 26.05.2012,5,Pfingstlauf Wohlen AG,Running,2012
1495,http://services.datasport.com/2012/lauf/wr1000x42195,CCH,Sun 23.09.2012,9,"Weltrekordversuch 1000 x 42.195m, Zürich",Running,2012
1496,http://services.datasport.com/2012/lauf/zermattmarathon,CCH,Sat 07.07.2012,7,"Zermatt Marathon, Zermatt",Running,2012
1497,http://services.datasport.com/2012/lauf/zinal,CCH,Sun 12.08.2012,8,"Sierre-Zinal, Sierre",Running,2012
1498,http://services.datasport.com/2012/lauf/zuerich,CCH,Sun 22.04.2012,4,"Zürich Marathon, Teamrun und Cityrun",Running,2012
1499,http://services.datasport.com/2012/tri/inferno,CCH,Sat 18.08.2012,8,"Inferno Halbmarathon, Mürren",Running,2012
1500,http://services.datasport.com/2012/zkb/affoltern,CCH,Sat 08.09.2012,9,Türlerseelauf Affoltern am Albis,Running,2012
1501,http://services.datasport.com/2012/zkb/flughafen,CCH,Thu 17.05.2012,5,"Flughafenlauf, Kloten",Running,2012
1502,http://services.datasport.com/2012/zkb/gpduebendorf,CCH,Sat 14.04.2012,4,GP der Stadt Dübendorf,Running,2012
1503,http://services.datasport.com/2012/zkb/maennedorf,CCH,Sat 31.03.2012,3,Männedörfler Waldlauf,Running,2012
1504,http://services.datasport.com/2012/zkb/pfaeffiker,CCH,Sun 30.09.2012,9,"Pfäffikerseelauf, Wetzikon",Running,2012
1505,http://services.datasport.com/2012/zkb/rueti,CCH,Sat 01.09.2012,9,"Rütilauf, Rüti ZH",Running,2012
1506,http://services.datasport.com/2012/zkb/winterthur,CCH,Sat 03.03.2012,3,Laufsporttag Winterthur,Running,2012
1507,http://services.datasport.com/2012/zkb/wyland,CCH,Sat 16.06.2012,6,"Wylandlauf, Andelfingen",Running,2012
1508,http://services.datasport.com/2012/zkb/zhneujahr,CCH,Sat 14.01.2012,1,"Dietiker Neujahrslauf, Dietikon",Running,2012
1509,http://services.datasport.com/2012/zkb/zumiker,CCH,Sat 09.06.2012,6,Zumiker-Lauf,Running,2012
1510,http://services.datasport.com/2012\lauf\augusta-raurica,CCH,Sun 11.11.2012,11,"Augusta Raurica Lauf, Augst BL",Running,2012
1511,http://services.datasport.com/2013/lauf/6weeks/etappe1,CCH,Wed 17.04.2013,4,GO-IN 6 Weeks #1 Triengen,Running,2013
1512,http://services.datasport.com/2013/lauf/6weeks/etappe2,CCH,Wed 24.04.2013,4,GO-IN 6 Weeks #2 Rothenburg,Running,2013
1513,http://services.datasport.com/2013/lauf/6weeks/etappe3,CCH,Wed 01.05.2013,5,GO-IN 6 Weeks #3 Weggis,Running,2013
1514,http://services.datasport.com/2013/lauf/6weeks/etappe4,CCH,Wed 08.05.2013,5,GO-IN 6 Weeks #4 Ohmstal,Running,2013
1515,http://services.datasport.com/2013/lauf/6weeks/etappe5,CCH,Wed 15.05.2013,5,GO-IN 6 Weeks #5 Inwil,Running,2013
1516,http://services.datasport.com/2013/lauf/6weeks/etappe6,CCH,Wed 22.05.2013,5,GO-IN 6 Weeks #6 Dagmersellen,Running,2013
1517,http://services.datasport.com/2013/lauf/Avent,CCH,Sun 24.11.2013,11,"Course de l'Avent, Fribourg",Running,2013
1518,http://services.datasport.com/2013/lauf/Greifenseelauf,CCH,Sat 21.09.2013,9,"Int Greifenseelauf, Uster",Running,2013
1519,http://services.datasport.com/2013/lauf/TourDuChablais/etappe1,CCH,Wed 03.04.2013,4,Tour du Chablais #1 Roche,Running,2013
1520,http://services.datasport.com/2013/lauf/TourDuChablais/etappe2,CCH,Wed 10.04.2013,4,Tour du Chablais #2 Yvorne,Running,2013
1521,http://services.datasport.com/2013/lauf/TourDuChablais/etappe3,CCH,Wed 17.04.2013,4,Tour du Chablais #3 Bouveret,Running,2013
1522,http://services.datasport.com/2013/lauf/TourDuChablais/etappe4,CCH,Wed 24.04.2013,4,Tour du Chablais #4 St. Maurice,Running,2013
1523,http://services.datasport.com/2013/lauf/TourDuChablais/etappe5,CCH,Wed 01.05.2013,5,Tour du Chablais #5 Morgins,Running,2013
1524,http://services.datasport.com/2013/lauf/TourDuChablais/etappe6,CCH,Wed 08.05.2013,5,Tour du Chablais #6 Monthey,Running,2013
1525,http://services.datasport.com/2013/lauf/aargauer-volkslauf,CCH,Sun 28.04.2013,4,"Aargauer Volkslauf, Aarau",Running,2013
1526,http://services.datasport.com/2013/lauf/aegeri,CCH,Fri 19.07.2013,7,"Aegeriseelauf, Oberägeri",Running,2013
1527,http://services.datasport.com/2013/lauf/arosa,CCH,Sat 12.01.2013,1,"Swiss Snow Walk & Run, Arosa",Running,2013
1528,http://services.datasport.com/2013/lauf/baden,CCH,Sat 16.03.2013,3,"Badener Limmat-Lauf, Baden",Running,2013
1529,http://services.datasport.com/2013/lauf/baldegger,CCH,Sat 01.06.2013,6,"Baldeggerseelauf, Hitzkirch",Running,2013
1530,http://services.datasport.com/2013/lauf/barjotrun,CCH,Sat 04.05.2013,5,"La Barjot Run, Bière",Running,2013
1531,http://services.datasport.com/2013/lauf/basel,CCH,Sat 30.11.2013,11,Basler Stadtlauf,Running,2013
1532,http://services.datasport.com/2013/lauf/biel,CCH,Thu 06.06.2013 bisSat 08.06.2013,6,"Bieler Lauftage, Biel/Bienne",Running,2013
1533,http://services.datasport.com/2013/lauf/bielercross,CCH,Sun 10.11.2013,11,"Int. Bieler Cross, Biel-Bienne",Running,2013
1534,http://services.datasport.com/2013/lauf/birslauffr,CCH,Sat 06.04.2013,4,Birslauf Basel,Running,2013
1535,http://services.datasport.com/2013/lauf/blenio,CCH,Mon 01.04.2013,4,"Giro Media Blenio, Dongio",Running,2013
1536,http://services.datasport.com/2013/lauf/bluemlisalp,CCH,Sun 26.05.2013,5,"Blüemlisalp-Lauf, Reichenbach",Running,2013
1537,http://services.datasport.com/2013/lauf/bremgarten,CCH,Sun 20.10.2013,10,"Bremgartenlauf, Bremgarten b.Bern",Running,2013
1538,http://services.datasport.com/2013/lauf/brienzer,CCH,Sat 12.10.2013,10,"Brienzerseelauf, Bönigen",Running,2013
1539,http://services.datasport.com/2013/lauf/bruggelauf,CCH,Sun 11.08.2013,8,Basler Bruggelauf,Running,2013
1540,http://services.datasport.com/2013/lauf/buendner,CCH,Sat 20.04.2013,4,"Bündner Frühlingslauf, Domat / Ems",Running,2013
1541,http://services.datasport.com/2013/lauf/bueren,CCH,Sat 12.10.2013,10,"Bürenlauf, Büren an der Aare",Running,2013
1542,http://services.datasport.com/2013/lauf/burgdorf,CCH,Sat 14.09.2013,9,"Burgdorfer Stadtlauf, Burgdorf",Running,2013
1543,http://services.datasport.com/2013/lauf/chandolin,CCH,Sat 28.09.2013,9,"Les KM de Chando, Chandolin",Running,2013
1544,http://services.datasport.com/2013/lauf/chrischonalauf,CCH,Wed 19.06.2013,6,"Chrischonalauf, Riehen",Running,2013
1545,http://services.datasport.com/2013/lauf/collontrek,CCH,Sat 07.09.2013,9,"Collontrek, Bionaz (I) - Arolla (CH)",Running,2013
1546,http://services.datasport.com/2013/lauf/corrida,CCH,Sat 16.11.2013,11,"Corrida Bulloise, Bulle",Running,2013
1547,http://services.datasport.com/2013/lauf/crossrun,CCH,Sun 01.09.2013,9,"crossrun, Therwil",Running,2013
1548,http://services.datasport.com/2013/lauf/cuorsadilrein,CCH,Sun 09.06.2013,6,"La Cuorsa dil Rein, Disentis",Running,2013
1549,http://services.datasport.com/2013/lauf/defivignoble,CCH,Wed 15.05.2013,5,"Défi du vignoble, Cully",Running,2013
1550,http://services.datasport.com/2013/lauf/derendingen,CCH,Fri 28.06.2013,6,"Derendinger Abendlauf, Derendingen",Running,2013
1551,http://services.datasport.com/2013/lauf/dreilaender,CCH,Sun 26.05.2013,5,"Dreiländer-Lauf, Basel",Running,2013
1552,http://services.datasport.com/2013/lauf/eiger-trail,CCH,Sat 20.07.2013+Sun 21.07.2013,7,"Eiger Ultra Trail, Grindelwald",Running,2013
1553,http://services.datasport.com/2013/lauf/eiken,CCH,Sat 30.03.2013,3,"GP Fricktal, Eiken",Running,2013
1554,http://services.datasport.com/2013/lauf/emme,CCH,Wed 21.08.2013,8,Emmenlauf Utzenstorf,Running,2013
1555,http://services.datasport.com/2013/lauf/escalade,CCH,Sat 07.12.2013,12,"Course de l'Escalade, Genève",Running,2013
1556,http://services.datasport.com/2013/lauf/extremerun,CCH,Sat 14.09.2013,9,Extremerun Malters,Running,2013
1557,http://services.datasport.com/2013/lauf/faido,CCH,Fri 24.05.2013,5,Faido Running Night,Running,2013
1558,http://services.datasport.com/2013/lauf/frauenfelder,CCH,Sun 17.11.2013,11,Frauenfelder,Running,2013
1559,http://services.datasport.com/2013/lauf/frauenlauf,CCH,Sun 09.06.2013,6,Schweizer Frauenlauf Bern,Running,2013
1560,http://services.datasport.com/2013/lauf/gempen,CCH,Wed 29.05.2013,5,"Gempenlauf, Dornach",Running,2013
1561,http://services.datasport.com/2013/lauf/gersau,CCH,Tue 31.12.2013,12,Silvesterlauf Gersau,Running,2013
1562,http://services.datasport.com/2013/lauf/gippingen,CCH,Tue 31.12.2013,12,Gippinger Stauseelauf,Running,2013
1563,http://services.datasport.com/2013/lauf/glacier3000,CCH,Sat 10.08.2013,8,"Glacier 3000 Run, Gstaad",Running,2013
1564,http://services.datasport.com/2013/lauf/glarus,CCH,Sat 26.10.2013,10,"Glarner Stadtlauf, Glarus",Running,2013
1565,http://services.datasport.com/2013/lauf/gletscherlauf,CCH,Sun 30.06.2013,6,"Aletsch-Halbmarathon, Bettmeralp",Running,2013
1566,http://services.datasport.com/2013/lauf/gossau,CCH,Sat 07.12.2013,12,Gossauer Weihnachtslauf,Running,2013
1567,http://services.datasport.com/2013/lauf/grmarathon,CCH,Sat 29.06.2013+Sun 30.06.2013,6,"Graubünden Marathon/Walking, Lenzerheide",Running,2013
1568,http://services.datasport.com/2013/lauf/groupe-e-tour/etape1,CCH,Wed 21.08.2013,8,Groupe E Tour Fribourg #1 Siviriez,Running,2013
1569,http://services.datasport.com/2013/lauf/groupe-e-tour/etape2,CCH,Wed 28.08.2013,8,Groupe E Tour Fribourg #2 Kerzers,Running,2013
1570,http://services.datasport.com/2013/lauf/groupe-e-tour/etape3,CCH,Wed 04.09.2013,9,Groupe E Tour Fribourg #3 Charmey,Running,2013
1571,http://services.datasport.com/2013/lauf/groupe-e-tour/etape4,CCH,Wed 11.09.2013,9,Groupe E Tour Fribourg #4 Montagny,Running,2013
1572,http://services.datasport.com/2013/lauf/groupe-e-tour/etape5,CCH,Wed 18.09.2013,9,Groupe E Tour Fribourg #5 Fribourg,Running,2013
1573,http://services.datasport.com/2013/lauf/gurten,CCH,Sun 03.11.2013,11,"Gurtenclassic, Wabern",Running,2013
1574,http://services.datasport.com/2013/lauf/hallwil,CCH,Sat 12.10.2013,10,"Hallwilerseelauf, Beinwil am See",Running,2013
1575,http://services.datasport.com/2013/lauf/humanitrail,CCH,Sat 21.09.2013,9,"Humani'Trail, Les Diablerets",Running,2013
1576,http://services.datasport.com/2013/lauf/irontrail,CCH,Fri 09.08.2013 bisSun 11.08.2013,8,"Swiss IRONTRAIL, Davos",Running,2013
1577,http://services.datasport.com/2013/lauf/jmprolog,CCH,Fri 13.09.2013,9,"Jungfrau Minirun + Minimarathon, Interlaken",Running,2013
1578,http://services.datasport.com/2013/lauf/jungfrau,CCH,Sat 14.09.2013,9,"Jungfrau-Marathon, Interlaken",Running,2013
1579,http://services.datasport.com/2013/lauf/kapoag,CCH,Wed 26.06.2013,6,10km-Lauf Kapo Aargau,Running,2013
1580,http://services.datasport.com/2013/lauf/kehrsatz,CCH,Sat 04.05.2013,5,"Chäsitzerlouf, Kehrsatz",Running,2013
1581,http://services.datasport.com/2013/lauf/kerzers,CCH,Sat 16.03.2013,3,Kerzerslauf,Running,2013
1582,http://services.datasport.com/2013/lauf/km20,CCH,Sat 27.04.2013,4,20km de Lausanne,Running,2013
1583,http://services.datasport.com/2013/lauf/knoli-aesch,CCH,Sat 17.08.2013,8,"Aescher Lauf (KnoliCup), Aesch",Running,2013
