,catégorie,rang,nom,an,temps
429,SH3,1.0,Bow,,1900-01-01 01:14:06.200000
430,MH2,308.0,Bra,,1900-01-01 03:46:58.200000
431,SD2,45.0,Bra,,1900-01-01 01:47:04.600000
432,MH2,81.0,Bra,,1900-01-01 03:07:35.300000
433,QH2,143.0,Bra,,1900-01-01 00:47:05.300000
434,QH2,226.0,Bra,,1900-01-01 00:53:09.200000
435,SH3,219.0,Bra,,1900-01-01 01:44:01.400000
436,SH2,68.0,Bra,,1900-01-01 01:25:06.100000
437,SD1,84.0,Bra,,1900-01-01 02:21:02.700000
438,SH4,214.0,Bra,,1900-01-01 02:03:57.400000
439,SH2,126.0,Bra,,1900-01-01 01:29:57
440,K4,17.0,Bra,,1900-01-01 00:16:38.800000
441,K3,14.0,Bra,,1900-01-01 00:16:51.400000
442,QH4,29.0,Bra,,1900-01-01 00:47:31.800000
443,SH2,335.0,Bra,,1900-01-01 01:46:33.200000
444,MH2,186.0,Bra,,1900-01-01 03:26:58.500000
445,QH2,127.0,Bra,,1900-01-01 00:46:04.300000
446,MH2,12.0,Bre,,1900-01-01 02:40:31.800000
447,MD4,31.0,Bre,,1900-01-01 05:53:37.500000
448,K8,8.0,Bre,,1900-01-01 00:18:27.900000
449,MH4,211.0,Bre,,1900-01-01 05:38:20.800000
450,MH3,282.0,Bri,,1900-01-01 03:56:35.700000
451,SD1,67.0,Bri,,1900-01-01 02:03:32.900000
452,SH3,399.0,Bri,,1900-01-01 02:26:01.600000
453,SD1,41.0,Bri,,1900-01-01 01:52:46.300000
454,SH2,430.0,Bri,,1900-01-01 02:03:49.200000
455,K1,19.0,Bri,,1900-01-01 00:20:20.500000
456,K2,56.0,Bri,,1900-01-01 00:20:22.900000
457,MH1,25.0,Bri,,1900-01-01 02:58:47.100000
458,MH1,94.0,Bri,,1900-01-01 03:43:15.300000
459,SH3,396.0,Bri,,1900-01-01 02:23:12.700000
460,QD3,71.0,Bri,,1900-01-01 00:59:04.400000
461,SH2,440.0,Bri,,1900-01-01 02:08:43.300000
462,MH3,281.0,Bri,,1900-01-01 03:56:17.400000
463,SH2,331.0,Bro,,1900-01-01 01:46:08.100000
464,MH2,389.0,Bro,,1900-01-01 04:09:30.600000
465,SH4,109.0,Bro,,1900-01-01 01:44:30.500000
466,QD2,120.0,Bro,,1900-01-01 00:58:26.300000
467,K3,104.0,Bro,,1900-01-01 00:22:08.900000
468,QH2,49.0,Bro,,1900-01-01 00:40:58.500000
469,RH,85.0,Bro,,1900-01-01 00:56:51.500000
470,MH2,310.0,Bro,,1900-01-01 03:47:04.800000
471,QH3,65.0,Bro,,1900-01-01 00:45:02.600000
472,MD1,21.0,Bru,,1900-01-01 03:58:50
473,SH4,6.0,Bru,,1900-01-01 01:24:51.600000
474,QD3,11.0,Bru,,1900-01-01 00:49:43.400000
475,QH3,60.0,Bru,,1900-01-01 00:44:37.500000
476,QD1,50.0,Bru,,1900-01-01 00:48:55
477,SH3,24.0,Bru,,1900-01-01 01:23:34.500000
478,SD3,12.0,Bru,,1900-01-01 01:40:42.500000
479,SH3,212.0,Bru,,1900-01-01 01:43:29.100000
480,QD2,87.0,Bru,,1900-01-01 00:55:37.300000
481,MH2,232.0,Bru,,1900-01-01 03:33:43.900000
482,SD2,21.0,Bru,,1900-01-01 01:42:54.100000
483,SD3,91.0,Bru,,1900-01-01 02:07:47.900000
484,K3,18.0,Bru,,1900-01-01 00:17:00.900000
485,MH3,360.0,Bru,,1900-01-01 04:28:09.800000
486,K4,21.0,Bru,,1900-01-01 00:16:46.300000
487,SH4,232.0,Bru,,1900-01-01 02:13:35.900000
488,MH2,57.0,Bru,,1900-01-01 03:01:18.800000
489,SH4,18.0,Bru,,1900-01-01 01:29:03.700000
490,SH2,74.0,Bru,,1900-01-01 01:25:40.700000
491,MH4,2.0,Bru,,1900-01-01 02:55:36.500000
492,QH2,52.0,Bru,,1900-01-01 00:41:12.600000
493,K10,14.0,Bru,,1900-01-01 00:20:43.700000
494,K1,81.0,Bua,,1900-01-01 00:25:54.500000
495,MD3,9.0,Buc,,1900-01-01 03:33:15.600000
496,MH3,8.0,Buc,,1900-01-01 02:51:52.300000
497,SH1,2.0,Buc,,1900-01-01 01:11:34
498,MH1,59.0,Buc,,1900-01-01 03:30:23.100000
499,QH3,138.0,Buc,,1900-01-01 00:51:29.300000
500,QD3,74.0,Buc,,1900-01-01 00:59:40
501,MH2,324.0,Buc,,1900-01-01 03:50:04.100000
502,QH2,61.0,Buc,,1900-01-01 00:41:57.400000
503,QD2,85.0,Buc,,1900-01-01 00:55:20.900000
504,K6,50.0,Buc,,1900-01-01 00:29:04.600000
505,QH1,29.0,Buc,,1900-01-01 00:38:43.600000
506,K1,28.0,Buc,,1900-01-01 00:20:59.700000
507,SH3,231.0,Buc,,1900-01-01 01:45:05.200000
508,QH1,192.0,Buc,,1900-01-01 00:53:24.100000
509,QD2,191.0,Buc,,1900-01-01 01:30:38.900000
510,K7,87.0,Buc,,1900-01-01 00:28:27.700000
511,K2,80.0,Buc,,1900-01-01 00:21:58.900000
512,QD1,32.0,Buc,,1900-01-01 00:46:41.400000
513,MH3,229.0,Buc,,1900-01-01 03:45:19.600000
514,MH3,330.0,Bud,,1900-01-01 04:08:18.300000
515,MH2,412.0,Bue,,1900-01-01 04:21:46.800000
516,K3,5.0,Bue,,1900-01-01 00:15:41.200000
517,K1,4.0,Bue,,1900-01-01 00:18:37.400000
518,QH3,66.0,Bue,,1900-01-01 00:45:07
519,K4,7.0,Bue,,1900-01-01 00:15:44.200000
520,K7,16.0,Bue,,1900-01-01 00:19:16.600000
521,SH2,386.0,Bue,,1900-01-01 01:54:39.100000
522,MH3,207.0,Bue,,1900-01-01 03:41:15.700000
523,SH3,326.0,Bue,,1900-01-01 01:55:06.300000
524,SH3,297.0,Bue,,1900-01-01 01:50:55.500000
525,MH4,150.0,Bue,,1900-01-01 04:13:47.200000
526,SH2,108.0,Bue,,1900-01-01 01:29:00.400000
527,MH3,118.0,Bue,,1900-01-01 03:26:27.700000
528,MH4,131.0,Bue,,1900-01-01 04:05:43.200000
529,K4,1.0,Bue,,1900-01-01 00:14:21.500000
530,SD2,96.0,Bue,,1900-01-01 02:01:38.700000
531,K3,106.0,Bue,,1900-01-01 00:22:35.900000
532,MH3,252.0,Buf,,1900-01-01 03:50:05.800000
533,SH2,178.0,Bug,,1900-01-01 01:34:07.500000
534,K3,45.0,Bug,,1900-01-01 00:18:34.100000
535,SH1,73.0,Bug,,1900-01-01 01:32:10.500000
536,QH2,141.0,Buj,,1900-01-01 00:47:01.300000
537,QD2,59.0,Buj,,1900-01-01 00:53:03.800000
538,QD1,126.0,Bul,,1900-01-01 01:01:08.700000
539,SH2,456.0,Bul,,1900-01-01 02:29:47.300000
540,SD2,138.0,Bul,,1900-01-01 02:29:47
541,SH2,360.0,Bul,,1900-01-01 01:50:17.900000
542,SH3,224.0,Bul,,1900-01-01 01:44:19.300000
543,MH3,1.0,Bul,,1900-01-01 02:32:33.900000
544,MH1,129.0,Bun,,1900-01-01 04:05:33.300000
545,SH3,362.0,Bur,,1900-01-01 02:01:30
546,QH3,57.0,Bur,,1900-01-01 00:44:24.400000
547,QH3,142.0,Bur,,1900-01-01 00:52:23.300000
548,QH1,141.0,Bur,,1900-01-01 00:47:33.300000
549,K8,37.0,Bur,,1900-01-01 00:21:17.300000
550,QH1,149.0,Bur,,1900-01-01 00:48:03.400000
551,QD2,93.0,Bur,,1900-01-01 00:56:14.100000
552,SH1,66.0,Bur,,1900-01-01 01:31:19.500000
553,QH4,49.0,Bur,,1900-01-01 00:50:46.100000
554,SH2,424.0,Bur,,1900-01-01 02:01:17.300000
555,SH3,28.0,Bur,,1900-01-01 01:24:38.500000
556,QD1,154.0,Bur,,1900-01-01 01:15:14.100000
557,QH1,219.0,Bur,,1900-01-01 01:10:37.100000
558,SD3,36.0,Bur,,1900-01-01 01:50:21.700000
559,MH2,126.0,Bur,,1900-01-01 03:16:03.700000
560,SH2,171.0,Bur,,1900-01-01 01:33:48.600000
561,QH1,31.0,Bur,,1900-01-01 00:38:50.700000
562,RD,22.0,Bur,,1900-01-01 01:04:24.100000
563,QD1,100.0,Bur,,1900-01-01 00:57:06.800000
564,RH,126.0,Bur,,1900-01-01 01:07:47.300000
565,SH2,291.0,Bur,,1900-01-01 01:42:20.600000
566,QH1,8.0,Bur,,1900-01-01 00:35:42
567,MH1,164.0,Bur,,1900-01-01 05:22:26.300000
568,QD1,56.0,Bur,,1900-01-01 00:49:47.600000
569,MH2,218.0,Bur,,1900-01-01 03:30:43.800000
570,SH2,316.0,Bur,,1900-01-01 01:44:42.200000
571,MH2,335.0,Bus,,1900-01-01 03:52:25.100000
572,MH1,44.0,Bus,,1900-01-01 03:14:43.300000
573,QH3,112.0,But,,1900-01-01 00:49:32.500000
574,SD2,89.0,But,,1900-01-01 01:59:00.200000
575,MH2,106.0,But,,1900-01-01 03:11:12.600000
576,SH3,154.0,But,,1900-01-01 01:38:40
577,MH1,124.0,But,,1900-01-01 04:02:47.500000
578,K7,28.0,But,,1900-01-01 00:20:44.800000
579,QH2,270.0,But,,1900-01-01 01:03:15.800000
580,QH2,169.0,But,,1900-01-01 00:48:25.900000
581,K7,11.0,But,,1900-01-01 00:19:00
582,SH1,128.0,But,,1900-01-01 01:42:15
583,QH1,121.0,Buz,,1900-01-01 00:45:06.200000
0,MH4,184.0,Haa,-9223372036854775808,1900-01-01 04:41:35.300000
1,MH2,20.0,Hab,-9223372036854775808,1900-01-01 02:46:46.500000
2,K7,62.0,Hab,-9223372036854775808,1900-01-01 00:23:37.900000
3,SH1,102.0,Hab,-9223372036854775808,1900-01-01 01:36:23.300000
4,SH2,358.0,Had,-9223372036854775808,1900-01-01 01:50:07.100000
5,SH2,352.0,Had,-9223372036854775808,1900-01-01 01:49:31.300000
6,MH3,204.0,Hae,-9223372036854775808,1900-01-01 03:40:53.100000
7,MH2,206.0,Hae,-9223372036854775808,1900-01-01 03:29:15.300000
8,MH4,30.0,Hae,-9223372036854775808,1900-01-01 03:24:49.800000
9,MH3,288.0,Hae,-9223372036854775808,1900-01-01 03:57:39
10,QH4,106.0,Hae,-9223372036854775808,1900-01-01 01:04:29.900000
11,SH1,46.0,Hae,-9223372036854775808,1900-01-01 01:27:51.500000
12,RH,1.0,Hae,-9223372036854775808,1900-01-01 00:36:48.400000
13,SD2,55.0,Hae,-9223372036854775808,1900-01-01 01:52:14.900000
14,MH2,316.0,Hae,-9223372036854775808,1900-01-01 03:48:44.800000
15,MH3,89.0,Hae,-9223372036854775808,1900-01-01 03:20:51.100000
16,SH2,238.0,Hae,-9223372036854775808,1900-01-01 01:38:18
17,SH3,320.0,Hag,-9223372036854775808,1900-01-01 01:53:22.600000
18,MH1,21.0,Hag,-9223372036854775808,1900-01-01 02:54:49.300000
19,MH1,79.0,Hag,-9223372036854775808,1900-01-01 03:38:55.400000
20,MD3,30.0,Hag,-9223372036854775808,1900-01-01 04:07:35.800000
21,QD2,126.0,Hag,-9223372036854775808,1900-01-01 00:58:38.500000
22,MH2,386.0,Hag,-9223372036854775808,1900-01-01 04:07:20.500000
23,K1,64.0,Hai,-9223372036854775808,1900-01-01 00:24:00
24,MD4,2.0,Hai,-9223372036854775808,1900-01-01 03:39:02.100000
25,MH1,51.0,Hal,-9223372036854775808,1900-01-01 03:23:50.600000
26,SH3,117.0,Hal,-9223372036854775808,1900-01-01 01:36:00.500000
27,MH1,83.0,Hal,-9223372036854775808,1900-01-01 03:40:20.300000
28,RH,96.0,Hal,-9223372036854775808,1900-01-01 00:59:26.200000
29,QH1,98.0,Hal,-9223372036854775808,1900-01-01 00:44:02.100000
30,QD1,36.0,Hal,-9223372036854775808,1900-01-01 00:47:08.600000
31,SH2,173.0,Ham,-9223372036854775808,1900-01-01 01:33:48.800000
32,SH2,279.0,Ham,-9223372036854775808,1900-01-01 01:41:35.700000
33,SH3,111.0,Han,-9223372036854775808,1900-01-01 01:35:31.900000
34,MD2,49.0,Han,-9223372036854775808,1900-01-01 04:04:55.800000
35,MH3,33.0,Han,-9223372036854775808,1900-01-01 03:07:03.300000
36,MH3,320.0,Han,-9223372036854775808,1900-01-01 04:05:03.200000
37,SH2,250.0,Har,-9223372036854775808,1900-01-01 01:38:56.100000
38,SD2,62.0,Har,-9223372036854775808,1900-01-01 01:53:35.600000
39,MH3,144.0,Har,-9223372036854775808,1900-01-01 03:32:07.100000
40,MD2,27.0,Har,-9223372036854775808,1900-01-01 03:44:20.300000
41,MH2,200.0,Har,-9223372036854775808,1900-01-01 03:28:23.600000
42,SH2,44.0,Har,-9223372036854775808,1900-01-01 01:21:14.800000
43,SH2,43.0,Har,-9223372036854775808,1900-01-01 01:21:14.200000
44,SH4,17.0,Har,-9223372036854775808,1900-01-01 01:28:43.800000
45,SH2,292.0,Har,-9223372036854775808,1900-01-01 01:42:31.500000
46,MH2,372.0,Has,-9223372036854775808,1900-01-01 04:01:39.200000
47,MH4,164.0,Has,-9223372036854775808,1900-01-01 04:22:41.500000
48,MH2,329.0,Has,-9223372036854775808,1900-01-01 03:51:25.700000
49,SH4,161.0,Hau,-9223372036854775808,1900-01-01 01:52:18.500000
50,MH3,315.0,Hau,-9223372036854775808,1900-01-01 04:03:33.600000
51,MH4,193.0,Hau,-9223372036854775808,1900-01-01 04:50:30.700000
52,SH2,144.0,Hau,-9223372036854775808,1900-01-01 01:31:27.500000
53,K10,9.0,Hau,-9223372036854775808,1900-01-01 00:19:00.200000
54,SD2,46.0,Hay,-9223372036854775808,1900-01-01 01:47:07
55,MH2,214.0,Hay,-9223372036854775808,1900-01-01 03:30:15.500000
56,SH3,234.0,Hec,-9223372036854775808,1900-01-01 01:45:28.700000
57,SH3,289.0,Hed,-9223372036854775808,1900-01-01 01:49:42
58,SH3,45.0,Hef,-9223372036854775808,1900-01-01 01:27:47.600000
59,MH1,123.0,Heg,-9223372036854775808,1900-01-01 04:02:45.500000
60,MH4,46.0,Heh,-9223372036854775808,1900-01-01 03:34:10.700000
61,MH1,60.0,Hei,-9223372036854775808,1900-01-01 03:30:23.900000
62,K8,12.0,Hei,-9223372036854775808,1900-01-01 00:18:50.300000
63,MH3,168.0,Hei,-9223372036854775808,1900-01-01 03:35:01.400000
64,MH2,102.0,Hel,-9223372036854775808,1900-01-01 03:10:45.800000
65,QH1,83.0,Hel,-9223372036854775808,1900-01-01 00:43:21
66,SD1,4.0,Hel,-9223372036854775808,1900-01-01 01:27:53.900000
67,SH2,35.0,Hel,-9223372036854775808,1900-01-01 01:20:13.400000
68,SH3,138.0,Hel,-9223372036854775808,1900-01-01 01:37:15.600000
69,MD4,27.0,Hel,-9223372036854775808,1900-01-01 05:14:00.200000
70,K7,15.0,Hel,-9223372036854775808,1900-01-01 00:19:10.500000
71,K9,5.0,Hel,-9223372036854775808,1900-01-01 00:16:49
72,K10,3.0,Hel,-9223372036854775808,1900-01-01 00:17:16.500000
73,MH3,333.0,Hel,-9223372036854775808,1900-01-01 04:09:47.800000
74,K2,102.0,Hen,-9223372036854775808,1900-01-01 00:24:39.500000
75,SH3,158.0,Hen,-9223372036854775808,1900-01-01 01:39:17
76,SH2,340.0,Hen,-9223372036854775808,1900-01-01 01:47:11.400000
77,SH3,354.0,Hen,-9223372036854775808,1900-01-01 01:59:37.300000
78,SH1,133.0,Hen,-9223372036854775808,1900-01-01 01:42:42.100000
79,SH3,275.0,Hen,-9223372036854775808,1900-01-01 01:48:41.700000
80,K4,59.0,Hen,-9223372036854775808,1900-01-01 00:19:00.600000
81,SH2,356.0,Hen,-9223372036854775808,1900-01-01 01:49:59.300000
82,QH3,158.0,Hen,-9223372036854775808,1900-01-01 00:54:23
83,MH3,170.0,Hen,-9223372036854775808,1900-01-01 03:35:13
84,K7,84.0,Hen,-9223372036854775808,1900-01-01 00:28:03.700000
85,K1,97.0,Hen,-9223372036854775808,1900-01-01 00:28:01
86,QH2,221.0,Her,-9223372036854775808,1900-01-01 00:52:39.300000
87,SH3,210.0,Her,-9223372036854775808,1900-01-01 01:43:28.700000
88,MH3,335.0,Her,-9223372036854775808,1900-01-01 04:10:15.300000
89,QD1,57.0,Her,-9223372036854775808,1900-01-01 00:49:59
90,SH2,361.0,Her,-9223372036854775808,1900-01-01 01:50:54.700000
91,QH3,15.0,Her,-9223372036854775808,1900-01-01 00:38:52.900000
92,SD3,111.0,Her,-9223372036854775808,1900-01-01 02:24:41.300000
93,MH4,109.0,Her,-9223372036854775808,1900-01-01 03:56:13.400000
94,QD2,9.0,Her,-9223372036854775808,1900-01-01 00:43:35.700000
95,RH,61.0,Her,-9223372036854775808,1900-01-01 00:50:49.400000
96,QH1,153.0,Her,-9223372036854775808,1900-01-01 00:48:39.400000
97,QD1,80.0,Her,-9223372036854775808,1900-01-01 00:55:06.800000
98,QH4,18.0,Hes,-9223372036854775808,1900-01-01 00:45:33.100000
99,QH4,69.0,Heu,-9223372036854775808,1900-01-01 00:53:48.400000
100,QH1,209.0,Heu,-9223372036854775808,1900-01-01 00:59:44.300000
101,SH3,213.0,Heu,-9223372036854775808,1900-01-01 01:43:35.100000
102,MD1,20.0,Hey,-9223372036854775808,1900-01-01 03:56:10.200000
103,SH2,391.0,Hid,-9223372036854775808,1900-01-01 01:55:49.600000
104,QD1,117.0,Hie,-9223372036854775808,1900-01-01 00:58:56.300000
105,QD1,103.0,Hie,-9223372036854775808,1900-01-01 00:57:26.600000
106,K3,11.0,Hil,-9223372036854775808,1900-01-01 00:16:36.600000
107,QD2,17.0,Hil,-9223372036854775808,1900-01-01 00:47:04.200000
108,MH2,150.0,Hil,-9223372036854775808,1900-01-01 03:21:04
109,QH1,220.0,Hil,-9223372036854775808,1900-01-01 01:14:04.800000
110,QH2,260.0,Hil,-9223372036854775808,1900-01-01 00:58:36.900000
111,RD,29.0,Hil,-9223372036854775808,1900-01-01 01:09:12.700000
112,K7,19.0,Hil,-9223372036854775808,1900-01-01 00:19:42
113,K3,33.0,Hil,-9223372036854775808,1900-01-01 00:17:57.100000
114,MH3,143.0,Hin,-9223372036854775808,1900-01-01 03:31:44.900000
115,MD3,24.0,Hin,-9223372036854775808,1900-01-01 03:57:58
116,QH2,86.0,Hin,-9223372036854775808,1900-01-01 00:43:56.100000
117,K10,6.0,Hin,-9223372036854775808,1900-01-01 00:17:51.100000
118,QH3,30.0,Hin,-9223372036854775808,1900-01-01 00:40:46.800000
119,QD3,50.0,Hin,-9223372036854775808,1900-01-01 00:56:59.400000
120,MH2,154.0,Hir,-9223372036854775808,1900-01-01 03:21:49.500000
121,QH2,30.0,Hir,-9223372036854775808,1900-01-01 00:38:43.100000
122,SD2,112.0,Hiv,-9223372036854775808,1900-01-01 02:05:45
123,MH3,130.0,Hoc,-9223372036854775808,1900-01-01 03:28:43.100000
124,SH4,50.0,Hoc,-9223372036854775808,1900-01-01 01:36:54.800000
125,QH1,56.0,Hoe,-9223372036854775808,1900-01-01 00:40:39.100000
126,SD3,6.0,Hoe,-9223372036854775808,1900-01-01 01:32:26.900000
127,QH2,70.0,Hoe,-9223372036854775808,1900-01-01 00:42:36.700000
128,SH1,159.0,Hoe,-9223372036854775808,1900-01-01 01:48:44
129,SH2,249.0,Hof,-9223372036854775808,1900-01-01 01:38:49.100000
130,QD2,71.0,Hof,-9223372036854775808,1900-01-01 00:54:07.800000
131,QD2,136.0,Hof,-9223372036854775808,1900-01-01 00:59:31.200000
132,RH,18.0,Hof,-9223372036854775808,1900-01-01 00:43:01
133,QH2,105.0,Hof,-9223372036854775808,1900-01-01 00:44:56.400000
134,MH3,257.0,Hof,-9223372036854775808,1900-01-01 03:52:00.400000
135,SH3,181.0,Hof,-9223372036854775808,1900-01-01 01:41:12.500000
136,MH1,58.0,Hof,-9223372036854775808,1900-01-01 03:30:16.800000
137,MH2,98.0,Hof,-9223372036854775808,1900-01-01 03:10:33.200000
138,MH3,274.0,Hof,-9223372036854775808,1900-01-01 03:55:22.500000
139,MH3,194.0,Hof,-9223372036854775808,1900-01-01 03:39:09
140,SH3,345.0,Hof,-9223372036854775808,1900-01-01 01:57:30.900000
141,QH1,77.0,Hof,-9223372036854775808,1900-01-01 00:42:46
142,K9,22.0,Hof,-9223372036854775808,1900-01-01 00:20:21.900000
143,QD2,145.0,Hof,-9223372036854775808,1900-01-01 01:00:40.300000
144,K10,20.0,Hof,-9223372036854775808,1900-01-01 00:23:35.700000
145,QH3,85.0,Hog,-9223372036854775808,1900-01-01 00:47:27.900000
146,MH1,52.0,Hoh,-9223372036854775808,1900-01-01 03:24:31.400000
147,SH3,267.0,Hol,-9223372036854775808,1900-01-01 01:48:03.900000
148,K7,34.0,Hol,-9223372036854775808,1900-01-01 00:21:23
149,K8,43.0,Hol,-9223372036854775808,1900-01-01 00:21:31
150,K9,26.0,Hol,-9223372036854775808,1900-01-01 00:21:15.900000
151,MH3,51.0,Hol,-9223372036854775808,1900-01-01 03:12:32.900000
152,MH4,97.0,Hom,-9223372036854775808,1900-01-01 03:52:41.300000
153,SH1,112.0,Hor,-9223372036854775808,1900-01-01 01:37:51.600000
154,QH2,176.0,Hor,-9223372036854775808,1900-01-01 00:48:56.700000
155,SD3,116.0,Hor,-9223372036854775808,1900-01-01 02:37:39.200000
156,SH4,91.0,Hor,-9223372036854775808,1900-01-01 01:42:52.900000
157,K10,15.0,Hor,-9223372036854775808,1900-01-01 00:21:10.900000
158,SH2,350.0,Hor,-9223372036854775808,1900-01-01 01:49:12.500000
159,SH2,246.0,Hor,-9223372036854775808,1900-01-01 01:38:40.600000
160,MH4,98.0,Hor,-9223372036854775808,1900-01-01 03:52:44.400000
161,SD1,80.0,Hos,-9223372036854775808,1900-01-01 02:16:02.400000
162,MH3,284.0,Hos,-9223372036854775808,1900-01-01 03:57:01.700000
163,MD2,3.0,Hot,-9223372036854775808,1900-01-01 02:46:56.300000
164,QH3,180.0,Hot,-9223372036854775808,1900-01-01 00:57:29.900000
165,SH2,72.0,Hou,-9223372036854775808,1900-01-01 01:25:36.400000
166,QD3,93.0,Hou,-9223372036854775808,1900-01-01 01:04:23.600000
167,QH4,80.0,How,-9223372036854775808,1900-01-01 00:55:29.800000
168,SH1,149.0,Hre,-9223372036854775808,1900-01-01 01:45:44.100000
169,MH2,176.0,Hry,-9223372036854775808,1900-01-01 03:26:11.500000
170,K2,100.0,Hub,-9223372036854775808,1900-01-01 00:24:28.700000
171,RJF,3.0,Hub,-9223372036854775808,1900-01-01 00:46:53.400000
172,RJF,2.0,Hub,-9223372036854775808,1900-01-01 00:42:57.700000
173,MH3,134.0,Hub,-9223372036854775808,1900-01-01 03:29:55
174,MH3,27.0,Hub,-9223372036854775808,1900-01-01 03:04:29.600000
175,SH1,4.0,Hub,-9223372036854775808,1900-01-01 01:12:49.300000
176,MH3,240.0,Hub,-9223372036854775808,1900-01-01 03:47:50.800000
177,SH2,416.0,Hub,-9223372036854775808,1900-01-01 01:59:53.800000
178,MH2,104.0,Hub,-9223372036854775808,1900-01-01 03:11:04.500000
179,MH1,76.0,Hub,-9223372036854775808,1900-01-01 03:36:59.700000
180,QD3,86.0,Hue,-9223372036854775808,1900-01-01 01:01:58.900000
181,MH3,370.0,Hue,-9223372036854775808,1900-01-01 04:38:35.500000
182,MD3,20.0,Hue,-9223372036854775808,1900-01-01 03:51:23.200000
183,MH2,432.0,Hug,-9223372036854775808,1900-01-01 04:38:57
184,K1,84.0,Hug,-9223372036854775808,1900-01-01 00:26:23.100000
185,MH3,164.0,Hug,-9223372036854775808,1900-01-01 03:34:00.200000
186,SH2,118.0,Hug,-9223372036854775808,1900-01-01 01:29:25.800000
187,QH1,218.0,Hug,-9223372036854775808,1900-01-01 01:07:42.400000
188,MH2,323.0,Hum,-9223372036854775808,1900-01-01 03:50:02.300000
189,K2,68.0,Hum,-9223372036854775808,1900-01-01 00:20:57.600000
190,SH1,187.0,Hum,-9223372036854775808,1900-01-01 01:59:44.400000
191,QD3,28.0,Hum,-9223372036854775808,1900-01-01 00:52:50.900000
192,QH1,127.0,Hun,-9223372036854775808,1900-01-01 00:45:29.300000
193,QH1,49.0,Hun,-9223372036854775808,1900-01-01 00:40:15.400000
194,QD3,10.0,Hun,-9223372036854775808,1900-01-01 00:49:22.100000
195,MD3,47.0,Hur,-9223372036854775808,1900-01-01 05:00:32.900000
196,SD2,126.0,Hus,-9223372036854775808,1900-01-01 02:10:39.500000
197,MH4,69.0,Hus,-9223372036854775808,1900-01-01 03:41:03.500000
198,K1,78.0,Hus,-9223372036854775808,1900-01-01 00:25:11.300000
199,SD2,139.0,Hut,-9223372036854775808,1900-01-01 02:38:44.700000
200,QD4,32.0,Hut,-9223372036854775808,1900-01-01 01:09:02.500000
201,MH4,90.0,Hut,-9223372036854775808,1900-01-01 03:50:18.700000
202,MH2,33.0,Hut,-9223372036854775808,1900-01-01 02:55:09.300000
203,QH1,16.0,Hyn,-9223372036854775808,1900-01-01 00:37:14.200000
0,QH2,228.0,Abb,-9223372036854775808,1900-01-01 00:53:21.800000
1,SD2,23.0,Abb,-9223372036854775808,1900-01-01 01:43:00.300000
2,SD3,7.0,Abc,-9223372036854775808,1900-01-01 01:33:29.400000
3,RH,169.0,Abd,-9223372036854775808,1900-01-01 01:33:07.800000
4,MH1,91.0,Abe,-9223372036854775808,1900-01-01 03:42:02.400000
5,QD1,42.0,Abe,-9223372036854775808,1900-01-01 00:48:11.200000
6,SH3,372.0,Abe,-9223372036854775808,1900-01-01 02:05:23.300000
7,QD2,30.0,Abe,-9223372036854775808,1900-01-01 00:50:10
8,SH1,114.0,Abe,-9223372036854775808,1900-01-01 01:38:22.400000
9,QH1,59.0,Abg,-9223372036854775808,1900-01-01 00:40:58.900000
10,MD1,3.0,Abo,-9223372036854775808,1900-01-01 02:46:53.900000
11,SH4,56.0,Abt,-9223372036854775808,1900-01-01 01:38:11.500000
12,QH2,153.0,Acc,-9223372036854775808,1900-01-01 00:47:31
13,QD2,68.0,Ace,-9223372036854775808,1900-01-01 00:53:52.900000
14,K3,45.0,Ach,-9223372036854775808,1900-01-01 00:18:34.100000
15,QD1,41.0,Ach,-9223372036854775808,1900-01-01 00:48:06.100000
16,SH1,9.0,Ack,-9223372036854775808,1900-01-01 01:16:55.100000
17,QD1,125.0,Ada,-9223372036854775808,1900-01-01 01:01:04.700000
18,MH2,185.0,Ada,-9223372036854775808,1900-01-01 03:26:52.400000
19,K1,74.0,Ada,-9223372036854775808,1900-01-01 00:24:52.700000
20,SH1,186.0,Add,-9223372036854775808,1900-01-01 01:59:02.400000
21,QD1,118.0,Adr,-9223372036854775808,1900-01-01 00:59:03.300000
22,MD2,23.0,Aeb,-9223372036854775808,1900-01-01 03:42:59.900000
23,SH3,216.0,Aeb,-9223372036854775808,1900-01-01 01:43:43.900000
24,K2,103.0,Aeb,-9223372036854775808,1900-01-01 00:24:40.400000
25,K1,93.0,Aeb,-9223372036854775808,1900-01-01 00:27:14.700000
26,SH1,143.0,Aeb,-9223372036854775808,1900-01-01 01:44:55.300000
27,SH3,57.0,Aeb,-9223372036854775808,1900-01-01 01:29:15.200000
28,RH,163.0,Aeb,-9223372036854775808,1900-01-01 01:29:26.900000
29,QH2,97.0,Aeb,-9223372036854775808,1900-01-01 00:44:42.100000
30,QH2,190.0,Aeb,-9223372036854775808,1900-01-01 00:49:44
31,QH2,124.0,Aeb,-9223372036854775808,1900-01-01 00:45:53.600000
32,QH1,64.0,Aeb,-9223372036854775808,1900-01-01 00:41:38.100000
33,SD2,28.0,Aeb,-9223372036854775808,1900-01-01 01:44:05.700000
34,QD1,7.0,Aeb,-9223372036854775808,1900-01-01 00:41:35.900000
35,K4,16.0,Aeb,-9223372036854775808,1900-01-01 00:16:33.500000
